# q  S_avg  S_stderr  n_modes
5.000000000000000104e-03 4.941000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+00
2.500000000000000139e-02 7.869669999999999443e-02 3.520421692415555415e-02 5.000000000000000000e+00
3.500000000000000333e-02 4.866689999999999905e-02 0.000000000000000000e+00 1.000000000000000000e+00
4.499999999999999833e-02 3.136223888888888811e-01 4.971793649734482234e-02 9.000000000000000000e+00
5.500000000000000028e-02 9.080026666666666246e-01 4.399651761834237895e-01 6.000000000000000000e+00
6.500000000000000222e-02 1.289477599999999891e+00 2.262036147681321108e-01 1.500000000000000000e+01
7.500000000000001110e-02 1.045936769230769281e+00 1.589249764194572700e-01 1.300000000000000000e+01
8.499999999999999223e-02 1.294849111111111117e+00 2.378081183177095381e-01 1.800000000000000000e+01
9.500000000000000111e-02 1.811886222222222065e+00 2.960296085111285280e-01 1.800000000000000000e+01
1.050000000000000100e-01 2.128066964285714402e+00 2.917931347030040534e-01 2.800000000000000000e+01
1.149999999999999911e-01 1.403511095238095363e+00 2.051411098734107763e-01 2.100000000000000000e+01
1.250000000000000000e-01 2.131235595238095470e+00 2.192442326949270159e-01 4.200000000000000000e+01
1.350000000000000089e-01 1.505080757575757877e+00 2.015273042289551231e-01 3.300000000000000000e+01
1.450000000000000178e-01 1.939439836734693445e+00 1.904013090334017444e-01 4.900000000000000000e+01
1.549999999999999989e-01 1.315899645833333187e+00 1.578329689717868078e-01 4.800000000000000000e+01
1.650000000000000078e-01 1.165016092592592756e+00 1.074989314431128995e-01 5.400000000000000000e+01
1.749999999999999889e-01 1.038359228070175444e+00 9.135833598748195616e-02 5.700000000000000000e+01
1.849999999999999978e-01 1.028823907894736989e+00 8.116852820730280360e-02 7.600000000000000000e+01
1.950000000000000067e-01 9.046046555555554702e-01 4.693319423288450087e-02 9.000000000000000000e+01
2.050000000000000155e-01 8.781154603174602391e-01 5.726494637565343604e-02 6.300000000000000000e+01
