# q  S_avg  S_stderr  n_modes
5.000000000000000104e-03 6.075000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+00
2.500000000000000139e-02 7.390060000000001073e-02 2.666022980172901707e-02 5.000000000000000000e+00
3.500000000000000333e-02 3.436290000000000178e-01 0.000000000000000000e+00 1.000000000000000000e+00
4.499999999999999833e-02 5.257343222222221613e-01 1.479323318390913522e-01 9.000000000000000000e+00
5.500000000000000028e-02 1.066721000000000030e+00 2.824678559494277486e-01 6.000000000000000000e+00
6.500000000000000222e-02 8.509444666666666768e-01 2.811738520047502021e-01 1.500000000000000000e+01
7.500000000000001110e-02 9.904264615384614778e-01 2.175313330513800880e-01 1.300000000000000000e+01
8.499999999999999223e-02 1.527178833333333152e+00 2.663562699469404493e-01 1.800000000000000000e+01
9.500000000000000111e-02 1.676123277777777698e+00 4.334726358360871945e-01 1.800000000000000000e+01
1.050000000000000100e-01 1.890186964285714311e+00 3.119098956058896088e-01 2.800000000000000000e+01
1.149999999999999911e-01 1.588765476190476589e+00 2.389117886087389342e-01 2.100000000000000000e+01
1.250000000000000000e-01 1.384572928571428552e+00 1.405069052222571169e-01 4.200000000000000000e+01
1.350000000000000089e-01 1.243420969696969580e+00 1.627802954232846766e-01 3.300000000000000000e+01
1.450000000000000178e-01 1.170722061224489741e+00 1.197169822428095637e-01 4.900000000000000000e+01
1.549999999999999989e-01 1.191322583333333407e+00 1.339825012425568118e-01 4.800000000000000000e+01
1.650000000000000078e-01 1.150445851851851664e+00 9.367154383881123869e-02 5.400000000000000000e+01
1.749999999999999889e-01 1.087408192982456168e+00 9.950128615608852534e-02 5.700000000000000000e+01
1.849999999999999978e-01 1.050783289473684379e+00 7.405041412351076602e-02 7.600000000000000000e+01
1.950000000000000067e-01 1.097139688888888909e+00 7.024617155421802872e-02 9.000000000000000000e+01
2.050000000000000155e-01 8.408408253968253643e-01 5.389212127990412188e-02 6.300000000000000000e+01
2.149999999999999967e-01 8.143585596330276122e-01 4.088400678599651145e-02 1.090000000000000000e+02
2.250000000000000056e-01 8.697731666666667083e-01 6.040526835035164854e-02 7.800000000000000000e+01
2.349999999999999867e-01 7.533283571428572856e-01 3.134616959081581306e-02 1.260000000000000000e+02
2.449999999999999956e-01 7.271252450980393300e-01 3.506048808019863322e-02 1.020000000000000000e+02
2.550000000000000044e-01 7.946325172413792881e-01 3.526343005185050145e-02 1.450000000000000000e+02
2.650000000000000133e-01 7.688951031746030784e-01 3.302694117844241772e-02 1.260000000000000000e+02
2.750000000000000222e-01 7.866447441860465739e-01 3.232806213379801896e-02 1.290000000000000000e+02
2.850000000000000311e-01 7.102606470588236354e-01 2.758900432446686687e-02 1.530000000000000000e+02
2.949999999999999845e-01 7.079475674157303944e-01 2.285954404652678837e-02 1.780000000000000000e+02
3.049999999999999933e-01 7.002637011494251551e-01 1.987509234996461330e-02 1.740000000000000000e+02
3.150000000000000022e-01 6.580733015873015956e-01 1.775362862289844162e-02 1.890000000000000000e+02
3.250000000000000111e-01 6.476406321243523001e-01 1.649815091386827234e-02 1.930000000000000000e+02
3.350000000000000200e-01 6.578692058823529809e-01 1.795031101612757848e-02 2.040000000000000000e+02
3.450000000000000289e-01 6.469384805194805521e-01 1.443988817078922446e-02 2.310000000000000000e+02
3.549999999999999822e-01 6.493186538461538371e-01 1.607307331686640486e-02 2.340000000000000000e+02
3.649999999999999911e-01 6.488129243697480231e-01 1.405076706664547086e-02 2.380000000000000000e+02
3.750000000000000000e-01 6.287164319727891471e-01 1.043981874257830442e-02 2.940000000000000000e+02
3.850000000000000089e-01 6.299786976744186084e-01 1.160872774980354488e-02 2.580000000000000000e+02
3.950000000000000178e-01 6.312025458015266821e-01 1.095370090222864447e-02 2.620000000000000000e+02
4.050000000000000266e-01 6.129170740740741419e-01 8.793504159663225947e-03 3.240000000000000000e+02
4.150000000000000355e-01 6.263388888888888895e-01 9.122759590956553907e-03 3.240000000000000000e+02
4.249999999999999889e-01 6.237163487654321381e-01 9.492697339477359011e-03 3.240000000000000000e+02
4.349999999999999978e-01 6.245569261363637104e-01 7.923476757754104732e-03 3.520000000000000000e+02
4.450000000000000067e-01 6.347186873385012307e-01 7.784848625640227587e-03 3.870000000000000000e+02
4.550000000000000155e-01 6.561632448377581195e-01 8.843553209584074579e-03 3.390000000000000000e+02
4.650000000000000244e-01 6.584915606060606219e-01 7.209021412710550115e-03 3.960000000000000000e+02
4.749999999999999778e-01 6.755944839449541384e-01 7.397739210529143128e-03 4.360000000000000000e+02
4.849999999999999867e-01 7.187738427230047078e-01 7.589203392808968607e-03 4.260000000000000000e+02
4.949999999999999956e-01 7.527023718820861076e-01 7.641770493759816006e-03 4.410000000000000000e+02
5.050000000000000044e-01 7.825459145496536095e-01 7.648230254800774015e-03 4.330000000000000000e+02
5.150000000000000133e-01 8.316540678642714290e-01 7.619057605290913138e-03 5.010000000000000000e+02
5.250000000000000222e-01 8.666980802469135270e-01 8.382732127855738527e-03 4.860000000000000000e+02
5.350000000000000311e-01 9.011650076190476089e-01 8.227613916374823186e-03 5.250000000000000000e+02
5.450000000000000400e-01 9.644093505338078298e-01 7.922639720677004602e-03 5.620000000000000000e+02
5.550000000000000488e-01 9.925739819819822118e-01 8.402703519113515276e-03 5.550000000000000000e+02
5.650000000000000577e-01 1.032270435087719429e+00 8.637826713405270113e-03 5.700000000000000000e+02
5.749999999999999556e-01 1.063473781725888356e+00 8.531180613276158342e-03 5.910000000000000000e+02
5.849999999999999645e-01 1.116100278156996639e+00 8.647566670029077987e-03 5.860000000000000000e+02
5.949999999999999734e-01 1.142681516666666619e+00 8.664463560112875204e-03 6.600000000000000000e+02
6.049999999999999822e-01 1.191248062404870467e+00 8.968149702789354402e-03 6.570000000000000000e+02
6.149999999999999911e-01 1.208309625889047112e+00 8.579813394225256976e-03 7.030000000000000000e+02
6.250000000000000000e-01 1.222668621913580056e+00 9.548630658364564913e-03 6.480000000000000000e+02
6.350000000000000089e-01 1.251353499259259427e+00 8.942104052296806840e-03 6.750000000000000000e+02
6.450000000000000178e-01 1.272901481832543480e+00 9.536542694961833155e-03 6.330000000000000000e+02
6.550000000000000266e-01 1.261649673222390522e+00 9.702486637799398114e-03 6.610000000000000000e+02
6.650000000000000355e-01 1.272347024999999965e+00 9.647616723663854019e-03 6.000000000000000000e+02
6.750000000000000444e-01 1.266456476422764155e+00 9.630908490434460928e-03 6.150000000000000000e+02
6.850000000000000533e-01 1.273659667259786410e+00 1.019123362760187244e-02 5.620000000000000000e+02
6.950000000000000622e-01 1.244132957219251434e+00 9.734673034114103146e-03 5.610000000000000000e+02
7.050000000000000711e-01 1.239505024074074147e+00 1.004242645967302720e-02 5.400000000000000000e+02
7.149999999999999689e-01 1.205766326203208560e+00 9.756708716311401908e-03 5.610000000000000000e+02
7.249999999999999778e-01 1.199640955512572438e+00 9.657315448129456803e-03 5.170000000000000000e+02
7.349999999999999867e-01 1.165592256944444349e+00 1.066295785845140960e-02 4.320000000000000000e+02
7.449999999999999956e-01 1.152450200803212921e+00 9.896288346361690677e-03 4.980000000000000000e+02
7.550000000000000044e-01 1.139847266233766199e+00 9.474114861047763098e-03 4.620000000000000000e+02
7.650000000000000133e-01 1.102415875598086181e+00 9.397960937876955259e-03 4.180000000000000000e+02
