# q  S_avg  S_stderr  n_modes
5.000000000000000104e-03 6.075000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+00
2.500000000000000139e-02 1.961658199999999908e-01 6.803437845914667159e-02 5.000000000000000000e+00
3.500000000000000333e-02 1.177519999999999900e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.499999999999999833e-02 8.480510000000001103e-01 1.702448246703193446e-01 9.000000000000000000e+00
5.500000000000000028e-02 1.965566666666666684e+00 7.027834144251778881e-01 6.000000000000000000e+00
6.500000000000000222e-02 3.131771466666666281e+00 7.957698233643818453e-01 1.500000000000000000e+01
7.500000000000001110e-02 8.561445384615383958e+00 1.926432358941374767e+00 1.300000000000000000e+01
8.499999999999999223e-02 8.421508555555556441e+00 1.958016726154565346e+00 1.800000000000000000e+01
9.500000000000000111e-02 9.367050499999997726e+00 2.797483720182533329e+00 1.800000000000000000e+01
1.050000000000000100e-01 1.125691717857143104e+01 1.602775403364070650e+00 2.800000000000000000e+01
1.149999999999999911e-01 6.945427999999999713e+00 1.035115796112272335e+00 2.100000000000000000e+01
1.250000000000000000e-01 5.559255023809524410e+00 6.962832656349881022e-01 4.200000000000000000e+01
1.350000000000000089e-01 4.684484666666667074e+00 6.484148554376150120e-01 3.300000000000000000e+01
1.450000000000000178e-01 2.712327959183673087e+00 2.669217141658575820e-01 4.900000000000000000e+01
1.549999999999999989e-01 2.538920354166666726e+00 2.909325517413642315e-01 4.800000000000000000e+01
1.650000000000000078e-01 1.893702222222222398e+00 2.025092282101317587e-01 5.400000000000000000e+01
1.749999999999999889e-01 1.768088263157894691e+00 1.614234106738623165e-01 5.700000000000000000e+01
1.849999999999999978e-01 1.458878118421052417e+00 1.085069902918539275e-01 7.600000000000000000e+01
1.950000000000000067e-01 1.302304955555555699e+00 9.313726895132441730e-02 9.000000000000000000e+01
2.050000000000000155e-01 1.170451809523809450e+00 1.098184886060320220e-01 6.300000000000000000e+01
2.149999999999999967e-01 9.480298990825687389e-01 5.803466681784106435e-02 1.090000000000000000e+02
2.250000000000000056e-01 9.442529230769231008e-01 6.286575658802019684e-02 7.800000000000000000e+01
2.349999999999999867e-01 7.954178968253967641e-01 3.631149702434382370e-02 1.260000000000000000e+02
2.449999999999999956e-01 6.967398725490197009e-01 3.271314864776429104e-02 1.020000000000000000e+02
2.550000000000000044e-01 7.074603379310344664e-01 3.043609271873055216e-02 1.450000000000000000e+02
2.650000000000000133e-01 6.143870793650793027e-01 2.094723738405798730e-02 1.260000000000000000e+02
2.750000000000000222e-01 5.971118294573642959e-01 2.250215180085004055e-02 1.290000000000000000e+02
2.850000000000000311e-01 5.400097908496732657e-01 1.806187860268479786e-02 1.530000000000000000e+02
2.949999999999999845e-01 5.543545955056179420e-01 1.686912563935219142e-02 1.780000000000000000e+02
3.049999999999999933e-01 5.558742011494253177e-01 1.678982741301505988e-02 1.740000000000000000e+02
3.150000000000000022e-01 5.364862063492064070e-01 1.328634054522424661e-02 1.890000000000000000e+02
3.250000000000000111e-01 5.455592797927460991e-01 1.532625689726176653e-02 1.930000000000000000e+02
3.350000000000000200e-01 5.321385343137254864e-01 1.395274812562362354e-02 2.040000000000000000e+02
3.450000000000000289e-01 4.952718138528138248e-01 1.028458190805761098e-02 2.310000000000000000e+02
3.549999999999999822e-01 5.046418461538461075e-01 9.659903760893260791e-03 2.340000000000000000e+02
3.649999999999999911e-01 5.309171806722690068e-01 1.106878332978136065e-02 2.380000000000000000e+02
3.750000000000000000e-01 5.295829455782312678e-01 9.063070109135516056e-03 2.940000000000000000e+02
3.850000000000000089e-01 5.216532519379845079e-01 1.060662384304075952e-02 2.580000000000000000e+02
3.950000000000000178e-01 5.408837709923663972e-01 9.671632177884862541e-03 2.620000000000000000e+02
4.050000000000000266e-01 5.490052438271604274e-01 9.673621720254405032e-03 3.240000000000000000e+02
4.150000000000000355e-01 5.396800679012345725e-01 7.784955225746511415e-03 3.240000000000000000e+02
4.249999999999999889e-01 5.336125246913580034e-01 8.140473112146067239e-03 3.240000000000000000e+02
4.349999999999999978e-01 5.466230255681817640e-01 7.309717593883108787e-03 3.520000000000000000e+02
4.450000000000000067e-01 5.537067260981912709e-01 7.244216751065580759e-03 3.870000000000000000e+02
4.550000000000000155e-01 5.528486696165191283e-01 7.898294868062375601e-03 3.390000000000000000e+02
4.650000000000000244e-01 5.636135707070706324e-01 6.439737589472866418e-03 3.960000000000000000e+02
4.749999999999999778e-01 5.695006697247705363e-01 6.285021683437566967e-03 4.360000000000000000e+02
4.849999999999999867e-01 5.737756338028169312e-01 6.343332474993875099e-03 4.260000000000000000e+02
4.949999999999999956e-01 5.860332970521542340e-01 6.343561531114984622e-03 4.410000000000000000e+02
5.050000000000000044e-01 6.074241270207851873e-01 6.951383888535125032e-03 4.330000000000000000e+02
5.150000000000000133e-01 6.050120179640720020e-01 6.307794599112606995e-03 5.010000000000000000e+02
5.250000000000000222e-01 6.296707839506172633e-01 6.388613251048347493e-03 4.860000000000000000e+02
5.350000000000000311e-01 6.458240704761905038e-01 6.106226421686788107e-03 5.250000000000000000e+02
5.450000000000000400e-01 6.744098790035587543e-01 6.456299655309061768e-03 5.620000000000000000e+02
